订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1001494,2014/9/5,二级,中国,中南,广东,公司,办公用品,纸张,Eaton,"Eaton 备忘录便条, 回收",4,255.00 ,40
A1001494,2014/9/5,二级,中国,中南,广东,公司,家具,椅子,Harbour Creations,"Harbour Creations 折叠椅, 红色",1,274.00 ,9
A1001492,2014/9/5,二级,中国,中南,湖南,消费者,办公用品,信封,Cameo,"Cameo 邮寄品, 每套 50 个",3,534.00 ,256
A1001492,2014/9/5,二级,中国,中南,湖南,消费者,办公用品,用品,Acme,"Acme 大剪刀, 蓝色",7,1631.00 ,179
A1001492,2014/9/5,二级,中国,中南,湖南,消费者,家具,用具,Advantus,"Advantus 分层置放架, 耐用",6,655.00 ,202
A1001493,2014/9/5,标准级,中国,东北,吉林,消费者,办公用品,收纳具,Smead,"Smead 搁板, 工业",3,692.00 ,41
A1001493,2014/9/5,标准级,中国,东北,吉林,消费者,技术,复印机,惠普,"惠普 复印机, 每套两件",2,2274.00 ,227
A1001491,2014/9/5,标准级,中国,华北,天津,公司,办公用品,美术,BIC,"BIC 荧光笔, 整包",5,448.00 ,0
A1001491,2014/9/5,标准级,中国,华北,天津,公司,家具,椅子,Office Star,"Office Star 椅垫, 黑色",3,887.00 ,337
A1001495,2014/9/6,二级,中国,华东,山东,消费者,办公用品,纸张,SanDisk,"SanDisk 信纸, 优质",1,226.00 ,38
A1001495,2014/9/6,二级,中国,华东,山东,消费者,办公用品,美术,Binney & Smith,"Binney & Smith 画布, 整包",3,723.00 ,144
A1001496,2014/9/6,标准级,中国,西南,云南,公司,办公用品,信封,Ames,"Ames 邮寄品, 银色",4,714.00 ,300
A1001499,2014/9/7,二级,中国,华东,安徽,小型企业,办公用品,纸张,施乐,"施乐 备忘录便条, 多色",1,70.00 ,1
A1001499,2014/9/7,二级,中国,华东,安徽,小型企业,家具,椅子,Harbour Creations,"Harbour Creations 沙滩椅, 红色",3,776.00 ,207
A1001498,2014/9/7,标准级,中国,华北,河北,小型企业,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 白色",6,244.00 ,102
A1001497,2014/9/7,标准级,中国,华东,安徽,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 银色",2,222.00 ,111
A1001497,2014/9/7,标准级,中国,华东,安徽,消费者,办公用品,收纳具,Fellowes,"Fellowes 搁板, 蓝色",2,540.00 ,146
A1001501,2014/9/7,标准级,中国,华东,福建,消费者,办公用品,系固件,Stockwell,"Stockwell 订书钉, 混合尺寸",5,183.00 ,62
A1001501,2014/9/7,标准级,中国,华东,福建,消费者,办公用品,美术,Boston,"Boston 荧光笔, 整包",2,143.00 ,-34
A1001498,2014/9/7,标准级,中国,华北,河北,小型企业,技术,复印机,Brother,"Brother 传真机, 红色",4,3547.00 ,-1656
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,办公用品,信封,Ames,"Ames 搭扣信封, 每套 50 个",1,34.00 ,15
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,办公用品,收纳具,Tenex,"Tenex 盒, 金属",6,436.00 ,139
A1001503,2014/9/7,标准级,中国,东北,辽宁,消费者,办公用品,系固件,Advantus,"Advantus 按钉, 整包",4,269.00 ,18
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,家具,椅子,Hon,"Hon 折叠椅, 可调",7,2741.00 ,1013
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,技术,电话,苹果,"苹果 办公室电话机, 混合尺寸",2,636.00 ,267
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,技术,配件,SanDisk,"SanDisk 鼠标, 可编程",2,372.00 ,33
A1001500,2014/9/7,二级,中国,西北,陕西,消费者,技术,配件,贝尔金,"贝尔金 路由器, 可编程",3,3644.00 ,1348
A1001502,2014/9/7,标准级,中国,华东,上海,公司,办公用品,系固件,Stockwell,"Stockwell 图钉, 金属",3,111.00 ,-26
A1001502,2014/9/7,标准级,中国,华东,上海,公司,办公用品,装订机,Ibico,"Ibico 打孔机, 实惠",2,171.00 ,-60
A1001504,2014/9/8,一级,中国,华北,内蒙古,公司,家具,桌子,Bevis,"Bevis 咖啡桌, 黑色",5,2970.00 ,-4084
A1001505,2014/9/10,二级,中国,华东,安徽,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 圆形标签, 耐用",2,67.00 ,2
A1001507,2014/9/10,二级,中国,华北,天津,公司,办公用品,装订机,Acco,"Acco 孔加固材料, 回收",3,98.00 ,2
A1001507,2014/9/10,二级,中国,华北,天津,公司,办公用品,装订机,Acco,"Acco 打孔机, 回收",7,996.00 ,378
A1001509,2014/9/10,标准级,中国,中南,广东,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 透明",5,56.00 ,0
A1001506,2014/9/10,标准级,中国,华东,山东,公司,办公用品,标签,Novimex,"Novimex 文件夹标签, 白色",7,270.00 ,0
A1001506,2014/9/10,标准级,中国,华东,山东,公司,办公用品,纸张,Eaton,"Eaton 令, 多色",6,783.00 ,250
A1001506,2014/9/10,标准级,中国,华东,山东,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 实惠",1,131.00 ,10
A1001508,2014/9/10,标准级,中国,东北,吉林,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 耐用",3,248.00 ,25
A1001506,2014/9/10,标准级,中国,华东,山东,公司,技术,电话,摩托罗拉,"摩托罗拉 智能手机, 混合尺寸",7,4333.00 ,1906
A1001512,2014/9/11,二级,中国,中南,海南,公司,办公用品,标签,Avery,"Avery 运输标签, 红色",4,218.00 ,26
A1001512,2014/9/11,二级,中国,中南,海南,公司,办公用品,系固件,Stockwell,"Stockwell 按钉, 混合尺寸",1,53.00 ,27
A1001512,2014/9/11,二级,中国,中南,海南,公司,技术,电话,思科,"思科 智能手机, 蓝色",2,1292.00 ,258
A1001510,2014/9/11,标准级,中国,华东,福建,公司,办公用品,用品,Stiletto,"Stiletto 开信刀, 蓝色",3,238.00 ,-119
A1001513,2014/9/11,二级,中国,东北,吉林,小型企业,办公用品,用品,Acme,"Acme 尺子, 蓝色",2,94.00 ,-33
A1001511,2014/9/11,标准级,中国,华北,河北,公司,办公用品,信封,Ames,"Ames 外皮和封条, 回收",3,245.00 ,83
A1001511,2014/9/11,标准级,中国,华北,河北,公司,技术,电话,三星,"三星 耳机, 整包",1,205.00 ,31
A1001517,2014/9/12,当日,中国,华东,浙江,消费者,办公用品,收纳具,Eldon,"Eldon 锁柜, 金属",3,2758.00 ,221
A1001515,2014/9/12,一级,中国,中南,广东,公司,办公用品,装订机,Cardinal,"Cardinal 打孔机, 实惠",2,161.00 ,-83
A1001516,2014/9/12,一级,中国,华北,天津,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 马尼拉纸信封, 每套 50 个",4,511.00 ,117
A1001516,2014/9/12,一级,中国,华北,天津,消费者,办公用品,收纳具,Rogers,"Rogers 锁柜, 金属",5,4916.00 ,344
A1001516,2014/9/12,一级,中国,华北,天津,消费者,办公用品,用品,Fiskars,"Fiskars 剪刀, 钢",3,316.00 ,38
A1001516,2014/9/12,一级,中国,华北,天津,消费者,办公用品,纸张,Eaton,"Eaton 令, 回收",2,247.00 ,113
A1001516,2014/9/12,一级,中国,华北,天津,消费者,家具,用具,Deflect-O,"Deflect-O 灯泡, 黑色",4,354.00 ,81
A1001516,2014/9/12,一级,中国,华北,天津,消费者,家具,用具,Tenex,"Tenex 分层置放架, 优质",4,445.00 ,213
A1001516,2014/9/12,一级,中国,华北,天津,消费者,技术,电话,思科,"思科 智能手机, 混合尺寸",2,1319.00 ,580
A1001519,2014/9/12,标准级,中国,中南,河南,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 打孔机, 耐用",1,138.00 ,63
A1001518,2014/9/12,标准级,中国,中南,广东,消费者,办公用品,纸张,施乐,"施乐 计划信息表, 多色",2,203.00 ,65
A1001520,2014/9/12,标准级,中国,西南,四川,消费者,办公用品,信封,Kraft,"Kraft 搭扣信封, 红色",2,117.00 ,50
A1001514,2014/9/12,标准级,中国,中南,广东,小型企业,办公用品,器具,Breville,"Breville 炉灶, 白色",3,7836.00 ,1097
A1001514,2014/9/12,标准级,中国,中南,广东,小型企业,办公用品,美术,Stanley,"Stanley 画布, 金属",5,947.00 ,260
A1001521,2014/9/13,标准级,中国,华东,上海,消费者,家具,桌子,Barricks,"Barricks 圆桌, 白色",2,2821.00 ,-1128
A1001522,2014/9/13,标准级,中国,华东,山东,公司,技术,配件,罗技,"罗技 鼠标, 可编程",2,287.00 ,103
A1001523,2014/9/14,二级,中国,西南,重庆,消费者,办公用品,信封,Kraft,"Kraft 搭扣信封, 红色",7,410.00 ,175
A1001525,2014/9/14,标准级,中国,中南,湖北,小型企业,家具,椅子,Safco,"SAFCO 凳子, 红色",1,470.00 ,-259
A1001526,2014/9/14,标准级,中国,中南,河南,消费者,家具,用具,Advantus,"Advantus 灯泡, 耐用",3,239.00 ,0
A1001524,2014/9/14,标准级,中国,东北,辽宁,消费者,办公用品,标签,Smead,"Smead 合法证物标签, 白色",7,363.00 ,22
A1001524,2014/9/14,标准级,中国,东北,辽宁,消费者,办公用品,纸张,Enermax,"Enermax 备忘录便条, 每包 12 个",9,832.00 ,107
A1001528,2014/9/15,二级,中国,华东,安徽,小型企业,办公用品,美术,Stanley,"Stanley 荧光笔, 混合尺寸",7,467.00 ,-47
A1001530,2014/9/15,一级,中国,华东,江苏,小型企业,办公用品,信封,Kraft,"Kraft 搭扣信封, 红色",5,293.00 ,125
A1001527,2014/9/15,一级,中国,华东,福建,消费者,办公用品,纸张,Green Bar,"Green Bar 备忘录便条, 优质",2,158.00 ,68
A1001530,2014/9/15,一级,中国,华东,江苏,小型企业,家具,书架,宜家,"宜家 书架, 传统",1,572.00 ,63
A1001529,2014/9/15,标准级,中国,东北,辽宁,公司,家具,书架,宜家,"宜家 书库, 黑色",1,1021.00 ,-613
A1001529,2014/9/15,标准级,中国,东北,辽宁,公司,技术,电话,苹果,"苹果 充电器, 混合尺寸",2,3579.00 ,179
A1001531,2014/9/16,标准级,中国,中南,广东,消费者,办公用品,用品,Acme,"Acme 开信刀, 蓝色",2,282.00 ,48
A1001535,2014/9/17,二级,中国,华东,山东,公司,技术,复印机,Brother,"Brother 个人复印机, 红色",7,4609.00 ,921
A1001532,2014/9/17,一级,中国,中南,广东,公司,办公用品,收纳具,Smead,"Smead 文件车, 蓝色",6,3595.00 ,1366
A1001533,2014/9/17,一级,中国,华东,山东,公司,办公用品,标签,Novimex,"Novimex 有色标签, 可调",3,144.00 ,1
A1001534,2014/9/17,一级,中国,华北,天津,消费者,办公用品,用品,Elite,"Elite 剪刀, 锯齿状",1,90.00 ,22
A1001534,2014/9/17,一级,中国,华北,天津,消费者,办公用品,装订机,Avery,"Avery 装订机盖, 实惠",7,362.00 ,22
A1001534,2014/9/17,一级,中国,华北,天津,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机盖, 回收",2,108.00 ,19
A1001536,2014/9/18,一级,中国,华东,浙江,消费者,办公用品,信封,Ames,"Ames 局间信封, 银色",4,887.00 ,88
A1001537,2014/9/18,一级,中国,中南,湖南,消费者,技术,设备,柯尼卡,"柯尼卡 卡片打印机, 白色",4,3240.00 ,32
A1001538,2014/9/18,二级,中国,华东,浙江,消费者,技术,配件,罗技,"罗技 鼠标, 可编程",2,287.00 ,103
A1001539,2014/9/18,标准级,中国,华东,山东,消费者,办公用品,器具,KitchenAid,"KitchenAid 微波炉, 银色",3,2613.00 ,-392
A1001541,2014/9/19,标准级,中国,东北,吉林,消费者,技术,电话,苹果,"苹果 音频基座, 混合尺寸",2,1584.00 ,253
A1001540,2014/9/19,标准级,中国,东北,辽宁,公司,技术,复印机,Hewlett,"Hewlett 墨水, 彩色",2,841.00 ,-392
A1001540,2014/9/19,标准级,中国,东北,辽宁,公司,技术,电话,诺基亚,"诺基亚 音频基座, 整包",3,1401.00 ,140
A1001544,2014/9/20,一级,中国,华东,山东,公司,办公用品,收纳具,Fellowes,"Fellowes 文件车, 蓝色",5,3204.00 ,64
A1001544,2014/9/20,一级,中国,华东,山东,公司,办公用品,收纳具,Smead,"Smead 锁柜, 蓝色",2,1852.00 ,852
A1001544,2014/9/20,一级,中国,华东,山东,公司,技术,电话,三星,"三星 耳机, 蓝色",2,683.00 ,68
A1001545,2014/9/20,二级,中国,中南,广东,公司,办公用品,系固件,Stockwell,"Stockwell 图钉, 混合尺寸",3,92.00 ,-33
A1001546,2014/9/20,标准级,中国,华东,安徽,公司,办公用品,系固件,Stockwell,"Stockwell 回形针, 金属",8,523.00 ,204
A1001542,2014/9/20,标准级,中国,中南,湖南,消费者,技术,配件,SanDisk,"SanDisk 路由器, 可编程",8,9626.00 ,2695
A1001543,2014/9/20,标准级,中国,中南,河南,消费者,办公用品,美术,Boston,"Boston 画布, 混合尺寸",2,424.00 ,58
A1001553,2014/9/21,标准级,中国,中南,湖南,小型企业,办公用品,信封,GlobeWeis,"GlobeWeis 搭扣信封, 回收",2,81.00 ,12
A1001550,2014/9/21,标准级,中国,华北,山西,公司,家具,书架,Sauder,"Sauder 柜, 白色",2,948.00 ,31
A1001550,2014/9/21,标准级,中国,华北,山西,公司,家具,椅子,Hon,"Hon 扶手椅, 红色",4,5120.00 ,341
A1001550,2014/9/21,标准级,中国,华北,山西,公司,家具,椅子,Office Star,"Office Star 凳子, 可调",7,3458.00 ,-750
A1001551,2014/9/21,标准级,中国,华东,山东,消费者,办公用品,器具,KitchenAid,"KitchenAid 微波炉, 白色",10,14395.00 ,4173
A1001551,2014/9/21,标准级,中国,华东,山东,消费者,家具,椅子,Novimex,"Novimex 椅垫, 每套两件",2,547.00 ,230
A1001548,2014/9/21,标准级,中国,华东,山东,小型企业,办公用品,信封,GlobeWeis,"GlobeWeis 马尼拉纸信封, 每套 50 个",4,511.00 ,117
A1001547,2014/9/21,标准级,中国,西北,甘肃,消费者,办公用品,标签,Avery,"Avery 运输标签, 白色",7,387.00 ,127
A1001552,2014/9/21,标准级,中国,华东,浙江,消费者,办公用品,收纳具,Eldon,"Eldon 文件夹, 工业",9,733.00 ,292
A1001548,2014/9/21,标准级,中国,华东,山东,小型企业,家具,书架,Safco,"Safco 书库, 传统",7,12733.00 ,2546
A1001549,2014/9/21,标准级,中国,中南,广东,小型企业,技术,配件,SanDisk,"SanDisk 键盘, 可编程",1,232.00 ,-155
A1001548,2014/9/21,标准级,中国,华东,山东,小型企业,技术,设备,柯尼卡,"柯尼卡 打印机, 白色",6,7455.00 ,1416
A1001555,2014/9/22,二级,中国,西南,重庆,小型企业,技术,复印机,Brother,"Brother 传真复印机, 每套两件",5,2681.00 ,-671
A1001554,2014/9/22,标准级,中国,华东,山东,消费者,办公用品,用品,Fiskars,"Fiskars 尺子, 蓝色",8,539.00 ,31
A1001557,2014/9/22,标准级,中国,西南,重庆,消费者,办公用品,美术,BIC,"BIC 速写本, 蓝色",3,681.00 ,177
A1001557,2014/9/22,标准级,中国,西南,重庆,消费者,技术,复印机,佳能,"佳能 传真复印机, 红色",4,2830.00 ,-142
A1001556,2014/9/22,二级,中国,东北,黑龙江,公司,办公用品,标签,Smead,"Smead 合法证物标签, 红色",2,102.00 ,20
A1001556,2014/9/22,二级,中国,东北,黑龙江,公司,办公用品,系固件,Advantus,"Advantus 橡皮筋, 金属",5,234.00 ,-145
A1001558,2014/9/24,一级,中国,华东,山东,消费者,家具,椅子,Hon,"Hon 摇椅, 红色",3,1097.00 ,91
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,器具,KitchenAid,"KitchenAid 搅拌机, 银色",3,837.00 ,-363
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,标签,Smead,"Smead 文件夹标签, 可调",7,221.00 ,104
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,用品,Kleencut,"Kleencut 开信刀, 工业",1,80.00 ,-7
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,系固件,OIC,"OIC 订书钉, 每包 12 个",1,30.00 ,-2
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,美术,Sanford,"Sanford 记号笔, 混合尺寸",2,49.00 ,-106
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,装订机,Acco,"Acco 订书机, 实惠",1,143.00 ,-22
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,办公用品,装订机,Ibico,"Ibico 孔加固材料, 实惠",3,59.00 ,-38
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,家具,椅子,Hon,"Hon 沙滩椅, 可调",4,534.00 ,-196
A1001561,2014/9/25,一级,中国,东北,辽宁,公司,技术,复印机,惠普,"惠普 无线传真机, 红色",3,3011.00 ,-351
A1001560,2014/9/25,标准级,中国,中南,广东,公司,办公用品,信封,Ames,"Ames 商业信封, 银色",6,477.00 ,95
A1001562,2014/9/25,标准级,中国,华东,山东,小型企业,办公用品,美术,Boston,"Boston 记号笔, 整包",3,75.00 ,-164
A1001562,2014/9/25,标准级,中国,华东,山东,小型企业,办公用品,装订机,Cardinal,"Cardinal 标签, 实惠",5,102.00 ,-24
A1001560,2014/9/25,标准级,中国,中南,广东,公司,家具,书架,Sauder,"Sauder 柜, 白色",1,474.00 ,16
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,办公用品,收纳具,Eldon,"Eldon 盘, 单宽度",2,448.00 ,157
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,办公用品,纸张,施乐,"施乐 令, 优质",4,492.00 ,49
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,家具,书架,宜家,"宜家 书架, 金属",2,683.00 ,-444
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,家具,桌子,Bevis,"Bevis 培训桌, 黑色",4,2501.00 ,-2752
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,家具,椅子,Hon,"Hon 摇椅, 红色",9,3292.00 ,274
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,家具,椅子,Novimex,"Novimex 折叠椅, 每套两件",1,237.00 ,-8
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,家具,椅子,Novimex,"Novimex 折叠椅, 黑色",1,223.00 ,-127
A1001559,2014/9/25,标准级,中国,华北,天津,消费者,技术,电话,诺基亚,"诺基亚 耳机, 混合尺寸",4,851.00 ,-241
A1001563,2014/9/25,标准级,中国,西南,四川,消费者,技术,电话,苹果,"苹果 办公室电话机, 蓝色",2,366.00 ,18
A1001568,2014/9/26,当日,中国,西南,四川,公司,办公用品,用品,Acme,"Acme 修剪器, 锯齿状",1,116.00 ,-12
A1001568,2014/9/26,当日,中国,西南,四川,公司,办公用品,装订机,Avery,"Avery 打孔机, 透明",7,536.00 ,-37
A1001568,2014/9/26,当日,中国,西南,四川,公司,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 耐用",5,203.00 ,-136
A1001568,2014/9/26,当日,中国,西南,四川,公司,家具,书架,Sauder,"Sauder 搁架, 金属",2,1087.00 ,-471
A1001568,2014/9/26,当日,中国,西南,四川,公司,技术,设备,冲电器,"冲电器 喷墨打印机, 多色",6,5277.00 ,-1935
A1001568,2014/9/26,当日,中国,西南,四川,公司,技术,配件,Memorex,"Memorex 记忆卡, 实惠",3,859.00 ,-544
A1001570,2014/9/26,一级,中国,西南,四川,消费者,技术,配件,罗技,"罗技 闪存驱动器, 可编程",3,448.00 ,89
A1001566,2014/9/26,二级,中国,华东,上海,公司,办公用品,器具,Hamilton Beach,"Hamilton Beach 炉灶, 红色",7,17716.00 ,0
A1001564,2014/9/26,二级,中国,华东,福建,消费者,办公用品,器具,Cuisinart,"Cuisinart 咖啡研磨机, 黑色",1,178.00 ,18
A1001566,2014/9/26,二级,中国,华东,上海,公司,家具,书架,宜家,"宜家 墙角架, 黑色",2,1161.00 ,128
A1001565,2014/9/26,二级,中国,华东,福建,公司,办公用品,标签,Novimex,"Novimex 圆形标签, 耐用",2,62.00 ,23
A1001569,2014/9/26,二级,中国,西南,四川,小型企业,办公用品,系固件,Stockwell,"Stockwell 按钉, 每包 12 个",3,116.00 ,15
A1001569,2014/9/26,二级,中国,西南,四川,小型企业,办公用品,装订机,Acco,"Acco 打孔机, 实惠",7,590.00 ,-364
A1001569,2014/9/26,二级,中国,西南,四川,小型企业,办公用品,装订机,Acco,"Acco 装订机, 透明",9,368.00 ,-245
A1001567,2014/9/26,标准级,中国,中南,广东,小型企业,办公用品,器具,Hoover,"Hoover 烤面包机, 银色",1,394.00 ,154
A1001567,2014/9/26,标准级,中国,中南,广东,小型企业,家具,桌子,Chromcraft,"Chromcraft 培训桌, 组装",5,4994.00 ,-1332
